"Name","Disc. Date","mmax","R.A.","Dec."
"SN2009ai","2009/02/19","17.7","15:11:35.92","+05:23:47.5,+05:23:47.51"
"SN2009dp","2009/04/23","17.7","20:26:52.69","-18:37:04.2,-18:37:04.19"
"SN2009fa","2009/05/16","17.7","16:46:42.88,16:46:42.82","+75:15:30.1,+75:15:28.6,+75:15:28.58"
"SN2009gi","2009/06/17","17.7","19:10:19.11","+19:33:34.6,+19:33:34.60"
"SN2009hi","2009/07/10","17.7","23:23:57.450,23:23:56.24,23:23:56.26","+16:46:38.08,+16:46:30.0,+16:46:29.78"
"SN2009iv","2009/08/21","17.7","02:58:14.21,02:58:14.19","+05:58:19.0,+05:58:19.3,+05:58:19.31"
"SN2009lm","2009/11/17","17.7","09:43:12.07","-09:36:19.9,-09:36:19.91"
"SNF20080531-000","2008/05/31","17.7","16:17:00.079,16:16:59.69","+19:07:05.13,+19:07:01.9"
"SNF20080919-001","2008/09/19","17.7","01:06:44.74","-11:07:35.2"
"CSS100616:173008+255444","2010/06/16","17.7","17:30:07.88","+25:54:43.6"
"LSQ12brs","2012/04/06","17.7","13:51:17.40","-11:55:25.3"
"MASTER OT200628.62+562912.9","2011/08/25","17.7","20:06:28.62","+56:29:12.9"
"MASTER PGC1376112","2012/01/22","17.7","07:59:17.19","+10:12:06.1"
"PSN J02195999-4124042","2012/12/11","17.7","02:19:59.99","-41:24:04.2"
"PSN J05452726-2556322","2012/12/21","17.7","05:45:27.26","-25:56:32.2"
"PSN J07402601+5451127","2011/02/12","17.7","07:40:26.01","+54:51:12.6"
"PSN J14185608-2724569","2012/01/17","17.7","14:18:56.08","-27:24:56.9"
"PSN J21041073-4335348","2013/09/01","17.7","21:04:10.73","-43:35:34.8"
"PTF10qjq","2010/08/02","17.7","17:07:12.48,17:07:12.36,17:07:12.39","+35:30:36,+35:30:35.6,+35:30:35.3"
"PTF11mfy","2011/09/16","17.7","21:17:16.45","+01:24:34.8"
"PTF11qmn","2011/11/22","17.7","02:30:24.85","-04:34:30.3"
"PTF12gmv","2012/07/06","17.7","02:45:01.44","-00:43:48.5"
"PTF13c","2013/02/01","17.7","11:56:40.76","+32:37:51.3"
"SDSSJ130623.89-014033.6","2011/06/01","17.7","13:06:23.898,13:06:23.89","-01:40:33.71,-01:40:33.6"
"SN2010bi","2010/03/24","17.7","11:04:25.49","+04:50:17.6,+04:50:17.59"
"SN2010gf","2010/07/11","17.7","01:01:21.14","+31:30:46.4,+31:30:46.40"
"SN2010gt","2010/08/02","17.7","20:51:22.38","-52:32:48.1,-52:32:48.08"
"SN2010gw","2010/08/10","17.7","20:23:25.31","-71:34:04.9,-71:34:04.91"
"SN2011bi","2011/04/04","17.7","17:10:05.83,17:10:05.81,17:10:05.80","+42:22:20.3,+42:22:20.10,+42:22:20.1"
"SN2011cc","2011/03/17","17.7","16:33:49.44,16:33:49.43","+39:15:48.7,+39:15:48.71"
"SN2011cd","2011/04/14","17.7","20:32:12.96,20:32:12.89","-08:43:47.1,-08:43:47.10,-08:43:47.0"
"SN2011co","2011/04/25","17.7","09:16:21.65,09:16:21.64,09:16:21.6","-23:37:17.4,-23:37:17.40,-23:37:17.3"
"SN2011fr","2011/09/01","17.7","01:29:45.8,01:29:45.80","+18:53:07,+18:53:07.2,+18:53:07.19"
"SN2011ik","2011/11/24","17.7","02:25:04.11,02:25:04.09,02:25:04.08","+22:12:52.8,+22:12:51.91,+22:12:51.9,+22:12:51.84"
"SN2011jf","2011/12/22","17.7","02:38:54.61","+27:50:48.7,+27:50:48.70"
"SN2012aa","2012/01/29","17.7","14:52:33.48","-03:31:54.0,-03:31:54.01"
"SN2012ak","2012/02/21","17.7","10:01:27.20","+36:40:12.0,+36:40:12.00"
"SN2012bw","2012/03/22","17.7","16:12:56.09,16:12:56.16","+32:30:42.3,+32:30:42.30,+32:30:42.12"
"SN2012ew","2012/09/12","17.7","02:45:28.36,02:45:28.41","-62:07:21.0,-62:07:21.40,-62:07:21.4"
"SN2013ca","2013/05/01","17.7","11:58:43.25","+19:08:56.2,+19:08:56.18"
"SN2013eb","2013/07/13","17.7","15:11:14.85","+46:09:11.5,+46:09:11.48"
"SN2013fo","2013/09/24","17.7","01:20:31.94","+12:03:12.2,+12:03:12.20"
"SN2013gz","2013/12/02","17.7","17:46:27.70","+30:42:13.2,+30:42:13.21"
"SN2013hm","2013/11/26","17.7","17:50:48.49","+47:11:50.9,+47:11:50.89"
"SN2013K","2013/01/20","17.7","17:39:31.54","-85:18:38.1,-85:18:38.09"
"SNhunt126","2012/05/15","17.7","13:27:24.69,13:27:24.72","-27:19:19.0,-27:19:18.84"
"CSS120322:171646+414301","2012/03/22","17.7","17:16:46.24,17:16:46.32","+41:43:00.7,+41:43:00.84"
"PS1-13cys","2013/04/06","17.71","16:06:55.85,16:06:55.81","+03:00:15.1,+03:00:15.23,+03:00:15.4"
"CSS111124:044711+073557","2009/03/18","17.71","04:47:10.536","+07:35:56.796"
"CSS111018:160545+450130","2011/10/18","17.71","16:05:45.39,16:05:45.36","+45:01:29.9,+45:01:30"
"PS1-13dia","2013/09/27","17.71","00:52:27.09","-05:15:24.0"
"CSS090929:173609+491749","2009/09/29","17.71","17:36:09.13,17:36:09.12","+49:17:49.0,+49:17:49.2"
"SN2010ch","2010/04/09","17.72","15:05:24.04,15:05:24","+02:58:34.9,+02:58:34.90,+02:58:34.932"
"SN2008gn","2008/09/24","17.72","04:06:29.50,04:06:29.52","+14:52:14.0,+14:52:14.02,+14:52:13.8"
"CSS101210:013241+343809","2005/09/30","17.72","01:32:41.28","+34:38:09.24"
"MLS110607:110336+093819","2011/06/07","17.72","11:03:35.64,11:03:35.76","+09:38:19.5,+09:38:19.464"
"SSS120515:222111-400757","2012/05/15","17.72","22:21:11.19,22:21:11.28","-40:07:57.5,-40:07:57.36"
"SSS130520:151515-360919","2013/05/20","17.72","15:15:15.18,15:15:15.12","-36:09:19.3,-36:09:19.44"
"SN2005kb","2005/11/05","17.73","00:50:50.68,00:50:50.7,00:50:50.688,00:50:50.664","+00:51:13.0,+00:51:13,+00:51:13.03,+00:51:13.05,+00:51:12.665,+00:51:13.00"
"SN2008ba","2008/02/27","17.73","16:05:49.17,16:05:49.2","+19:27:17.2,+19:27:17.21,+19:27:17.28"
"CSS120416:120240-095738","2012/04/16","17.73","12:02:39.60,12:02:39.6","-09:57:38.3,-09:57:38.34"
"SN2010ly","2010/11/13","17.73","03:05:03.56,03:05:03.552","-19:40:38.8,-19:40:38.78,-19:40:38.64"
"SN2012gh","2012/10/26","17.73","16:46:52.49,16:46:52.56,16:46:52","+56:51:05.4,+56:51:05.40,+56:51:05"
"CSS130120:112317-011051","2005/01/13","17.73","11:23:17.04","-01:10:51.312"
"SN2005em","2005/09/27","17.74","03:13:47.74,03:13:47.712,03:13:47.736,03:13:47.71","-00:14:37.0,-00:14:36.96,-00:14:37.0284,-00:14:37.3344,-00:14:37.00"
"SSS130621:191833-521451","2013/06/21","17.74","19:18:32.55,19:18:32.64","-52:14:50.8,-52:14:51"
"SN2009lq","2009/11/23","17.75","04:14:52.54","-62:50:14.8,-62:50:14.78"
"SN2013au","2013/03/23","17.75","12:21:14.16,12:21:14.27","+47:29:52.4,+47:29:52.40,+47:29:51.4,+47:29:52.44"
"SN2013bn","2013/04/15","17.75","11:48:02.03,11:48:02.02,11:48:01.92","+54:34:38.6,+54:34:38.60,+54:34:38.5,+54:34:38.64"
"CSS130502:102512+302715","2013/05/02","17.75","10:25:12.31,10:25:12.24","+30:27:14.5,+30:27:14.4"
"SN2012ad","2012/01/26","17.75","06:38:45.07,06:38:45.072","+67:20:22.4,+67:20:22.42,+67:20:22.56"
"LSQ12btw","2012/04/09","17.76","10:10:28.820,10:10:28.82","+05:32:12.48"
"SN2006ab","2006/02/09","17.76","02:48:53.92","+53:02:20.8,+53:02:20.80"
"SN2009ng","2009/11/21","17.76","01:37:28.24,01:37:28.248","+25:34:50.2,+25:34:50.20,+25:34:50.16"
"CSS130517:165754+205346","2013/05/17","17.76","16:57:53.94,16:57:54","+20:53:45.7,+20:53:45.6"
"SN2011av","2011/03/08","17.76","13:36:55.60,13:36:55.68","+21:57:42.2,+21:57:42.19,+21:57:42.12"
"SSS121124:035206-390355","2012/11/24","17.76","03:52:06.096","-39:03:55.08"
"SN2005lz","2005/12/24","17.77","02:10:49.76","+34:58:58.2,+34:58:58.19"
"CSS081229:134527-104353","2008/12/29","17.77","13:45:26.56,13:45:26.64","-10:43:52.8,-10:43:52.68"
"SN2009ji","2009/09/23","17.77","15:54:52.48,15:54:52.56","+32:05:05.6,+32:05:05.60,+32:05:05.64"
"PS1-13eqv","2013/12/30","17.77","08:41:22.84","-20:15:47.4"
"CSS130906:232533+345822","2013/09/06","17.77","23:25:33.18,23:25:33.21,23:25:33.12","+34:58:21.8,+34:58:21.7,+34:58:21.72"
"PTF12box","2012/03/13","17.78","13:52:10.49,13:52:10.56","+46:28:20.7,+46:28:20.28"
"SN2012bs","2012/03/28","17.78","15:23:01.70,15:23:01.68","+07:11:41.2,+07:11:41.21,+07:11:41.244"
"SN2010gu","2010/08/07","17.78","22:19:23.16,22:19:23.28","-36:58:24.5,-36:58:24.49,-36:58:24.6"
"SN2010lr","2010/12/30","17.78","00:02:35.50,00:02:35.5","-30:43:52.4,-30:43:52.39,-30:43:52.32"
"SN2006oa","2006/11/11","17.79","21:23:42.960,21:23:42.96,21:23:42.94","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5,-00:50:36.49"
"PTF12gnn","2012/06/24","17.79","15:58:49.278","+36:10:10.95"
"CSS110116:112442+365842","2011/01/16","17.79","11:24:41.80,11:24:41.76","+36:58:42.1,+36:58:42.24"
"iPTF13dkl","2013/09/12","17.79","23:44:57.99,23:44:57.97","+03:23:40.3,+03:23:40.2"
"MLS140322:091942+185839","2005/12/28","17.79","09:19:42.24","+18:58:39"
"SN2009S","2009/01/26","17.79","09:32:30.11,09:32:30","+17:41:19.8,+17:41:19.79,+17:41:19.68"
"LSQ11ot","2011/12/23","17.8","05:15:48.30,05:15:48.34,05:15:48.29","+06:46:39.0,+06:46:39.36"
"SN2006gt","2006/09/18","17.8","00:56:17.30","-01:37:46.0,-01:37:45.98"
"SN2003T","2003/01/25","17.8","09:14:11.06,09:14:11.04,09:14:11.068","+16:44:48.0,+16:44:48.12,+16:44:48.01,+16:44:48.09"
"SN2007bg","2007/04/16","17.8","11:49:26.18","+51:49:21.8,+51:49:28.81"
"SN2007ir","2007/09/12","17.8","02:33:41.90,02:33:41.898","+37:40:08.2,+37:40:08.12,+37:40:08.18"
"SN2006je","2006/10/15","17.8","01:50:53.28","+33:05:53.2,+33:05:53.20"
"SN2005hd","2005/10/21","17.8","04:16:12.37","-13:13:11.6,-13:13:11.60"
"SN2005K","2005/01/15","17.8","09:36:04.31","+16:45:46.8,+16:45:46.80"
"SN2007ab","2007/02/19","17.8","16:51:29.13","-03:05:33.6,-03:05:33.61"
"SN2008bu","2008/04/17","17.8","16:47:23.05","-20:08:48.2,-20:08:48.19"
"CSS140506:135859-033333","2006/01/09","17.8","13:58:59.52","-03:33:33.048"
"SN2011ci","2011/05/04","17.8","10:18:00.41,10:18:00.40,10:18:00.48","-02:32:41.4,-02:32:41.39,-02:32:41.424"
"SN2006bv","2006/04/28","17.8","12:41:01.55","+63:31:11.6,+63:31:11.60"
"SN2009dz","2009/04/03","17.8","12:35:35.77,12:35:35.76","+01:52:12.6,+01:52:12.61,+01:52:12.612"
"SN2003H","2003/01/08","17.8","06:16:25.68,06:16:25.688","-21:22:23.8,-21:22:23.81,-21:22:23.89"
"SN2003ad","2003/02/03","17.8","14:56:28.07,14:56:28.078","+45:21:09.2,+45:21:09.22,+45:21:09.29"
"SN2003di","2003/02/04","17.8","12:00:24.08,12:00:24.088","+11:58:26.5,+11:58:26.51,+11:58:26.59"
"SN2003ge","2003/06/21","17.8","16:20:08.75,16:20:08.758","+37:47:53.7,+37:47:53.70,+37:47:53.79"
"SN2003ij","2003/09/25","17.8","05:55:41.18","+85:54:21.7,+85:54:21.71"
"SN2004az","2004/03/21","17.8","11:52:48.22","+29:20:51.7,+29:20:51.68"
"SN2004B","2004/01/12","17.8","04:42:04.71","-07:12:08.2,-07:12:08.21"
"SN2004bi","2004/04/13","17.8","10:47:37.45","+26:18:12.0,+26:18:11.99"
"SN2004cr","2004/06/17","17.8","20:36:06.84","+63:44:12.4,+63:44:12.41"
"CSS081220:021652+135500","2008/12/20","17.8","02:16:52.47","+13:55:00.7"
"SN2005cy","2005/07/15","17.8","18:26:49.11","+51:08:30.4,+51:08:30.41"
"SN2005F","2005/01/13","17.8","09:04:53.68","+13:33:56.3,+13:33:56.30"
"SN2006cu","2006/05/29","17.8","14:47:43.31","+09:39:33.9,+09:39:33.91"
"SN2006qn","2006/11/29","17.8","07:47:44.54","+48:13:18.4,+48:13:18.41"
"SN2006qw","2006/10/21","17.8","03:08:46.88","+18:56:26.0,+18:56:26.02"
"SN2007at","2007/03/18","17.8","14:51:12.28","-21:23:31.2,-21:23:31.20"
"SN2007Q","2007/01/03","17.8","15:13:08.07","+41:15:40.1,+41:15:40.10"
"SN2007va","2007/08/08","17.8","14:26:23.24","+35:35:29.1,+35:35:29.11"
"SN2008cx","2008/06/05","17.8","00:56:45.90,00:56:45.9","-09:54:19.0,-09:54:19.01"
"SN2008ef","2008/07/05","17.8","10:24:17.17","-32:29:12.6,-32:29:12.59"
"SN2008gj","2008/10/19","17.8","22:36:28.57","+21:37:55.3,+21:37:55.31"
"SN2009bf","2009/03/17","17.8","12:06:51.67,12:06:51.6,12:06:51.66","+26:57:36.6,+26:57:36.72,+26:57:36.61,+26:57:36.7"
"SN2009cj","2009/03/21","17.8","09:45:30.44,09:45:30.46","+06:32:23.3,+06:32:25.0,+06:32:25.01"
"SN2009eu","2009/05/21","17.8","16:28:41.13","+39:33:12.5,+39:33:12.49"
"SN2009hz","2009/08/03","17.8","19:56:50.61","+49:53:15.7,+49:53:15.68"
"SN2009ia","2009/07/22","17.8","17:26:11.20,17:26:11.25","+59:18:31.0,+59:18:31.3,+59:18:31.28"
"SN2009je","2009/09/17","17.8","05:28:40.07","+22:06:46.4,+22:06:46.40"
"SN2009lk","2009/11/17","17.8","01:57:08.66","+04:05:07.3,+04:05:07.30"
"SN2009Z","2009/02/02","17.8","14:01:53.61","-01:20:30.2,-01:20:30.19"
"SNF20080906-009","2008/09/06","17.8","22:10:24.90","+04:25:53.5"
"SNF20080926-014","2008/09/26","17.8","00:34:23.85","+24:21:40.7"
"LSQ12gxv","2012/12/02","17.8","04:41:41.0","-22:11:50.0"
"LSQ13bgg","2013/07/25","17.8","02:18:35.52","-25:45:19.5"
"MASTER OT J235317.35+142433.8","2012/11/15","17.8","23:53:17.35","+14:24:33.8"
"PSN J02010888+5048156","2012/10/21","17.8","02:01:08.88","+50:48:15.6"
"PSN J04030754-0237031","2013/09/08","17.8","04:03:07.54","-02:37:03.1"
"PSN J07325276+2929530","2013/12/23","17.8","07:32:52.76","+29:29:53.0"
"PSN J10201680+3830102","2011/03/31","17.8","10:20:16.79","+38:30:10.1"
"PSN J11165015+5443532","2011/03/23","17.8","11:16:50.15","+54:43:53.2"
"PSN J11534177-5406168","2013/03/10","17.8","11:53:41.77","-54:06:16.8"
"PSN J13372046-2838568","2013/01/12","17.8","13:37:20.46","-28:38:56.8"
"PSN J16092659+6422447","2012/01/04","17.8","16:09:26.59","+64:22:44.7"
"PSN J19000440+4851378","2011/10/19","17.8","19:00:04.40","+48:51:37.7"
"PSN J19405809-3357309","2011/09/01","17.8","19:40:58.09","-33:57:30.8"
"PSN J22225848-6548431","2012/01/28","17.8","22:22:58.48","-65:48:43.1"
"PTF10woa","2010/09/21","17.8","09:35:40.93","+23:19:06.1"
"PTF12for","2012/06/16","17.8","22:20:19.54","+41:40:38.0"
"PTF12fzf","2012/06/23","17.8","02:51:34.53","+40:44:04.0"
"SMT J00570506-362623","2013/11/30","17.8","00:57:05.06","-36:26:23.0"
"SN2010ab","2010/02/11","17.8","09:35:56.03","+74:00:00.6,+74:00:00.61"
"SN2010bk","2010/04/04","17.8","12:27:38.47","-08:16:39.3,-08:16:39.29"
"SN2010gr","2010/07/29","17.8","02:33:58.96","+44:20:50.2,+44:20:50.21"
"SN2010if","2010/09/26","17.8","22:45:45.20","+11:07:53.6,+11:07:53.62"
"SN2011bq","2011/04/15","17.8","18:29:22.36","+39:42:34.5,+39:42:34.49"
"SN2011fc","2011/07/11","17.8","23:01:36.38","+32:20:06.9,+32:20:06.90"
"SN2011fp","2011/08/29","17.8","00:15:25.61","+17:19:11.9,+17:19:11.89,+17:19:11.8"
"SN2011go","2011/09/30","17.8","06:55:51.00","+40:41:46.6,+40:41:46.61,+40:41:46.5"
"SN2011ip","2011/11/20","17.8","01:13:47.59","-12:41:06.0,-12:41:06.00"
"SN2012bc","2012/02/03","17.8","10:58:14.99","-46:34:31.5,-46:34:31.51"
"SN2012ct","2012/05/22","17.8","16:32:13.92","+38:39:25.1,+38:39:25.09"
"SN2012dp","2012/06/16","17.8","16:00:35.09,16:00:35.04","+15:41:04.3,+15:41:04.31,+15:41:04.2"
"SN2012en","2012/09/09","17.8","04:07:25.28","+01:45:33.3,+01:45:33.30"
"SN2012ev","2012/09/05","17.8","22:03:02.99","-22:31:01.0,-22:31:00.98"
"SN2012ga","2012/04/22","17.8","20:52:25.10","-05:46:15.6,-05:46:15.60"
"SN2013fh","2013/08/30","17.8","04:21:38.20","-17:55:41.4,-17:55:41.41"
"SN2013hv","2013/11/18","17.8","10:50:59.27","-23:39:29.4,-23:39:29.41"
"SN2013I","2013/01/11","17.8","02:49:42.17","+00:45:35.7,+00:45:35.71"
"SNhunt129","2012/05/19","17.8","07:46:26.95,07:46:26.88","+48:19:46.6,+48:19:46.56"
"SNhunt170","2013/02/08","17.8","00:25:14.03,00:25:14.026","+30:02:17.3,+30:02:17.52"
"SNhunt175","2013/03/17","17.8","15:19:24.97,15:19:24.96","+20:54:02.4,+20:54:02.52"
"SNhunt193","2013/05/07","17.8","12:35:53.76","-01:51:19.4,-01:51:19.404"
"SNhunt69","2011/07/01","17.8","00:27:11.10,00:27:11.11","-40:59:20.6,-40:59:20.76"
"CSS110124:103601+104234","2011/01/24","17.8","10:36:01.03,10:36:00.96","+10:42:34.4,+10:42:34.56"
"CSS091220:004855+412035","2009/12/20","17.81","00:48:54.92,00:48:54.912","+41:20:35.4,+41:20:35.52"
"CSS110223:133040+343817","2011/02/23","17.81","13:30:39.54,13:30:39.6","+34:38:17.2,+34:38:17.16"
"CSS131211:102218+064001","2013/12/11","17.81","10:22:17.96,10:22:18","+06:40:00.9,+06:40:00.984,+06:40:00.84"
"SSS110901:194058-335731","2011/09/01","17.81","19:40:58.08","-33:57:30.96"
"CSS080110:090603+081524","2008/01/10","17.82","09:06:03.32,09:06:03.36","+08:15:24.2,+08:15:24.228"
"CSS121113:091919+171410","2012/11/13","17.82","09:19:18.68,09:19:18.72","+17:14:09.7,+17:14:09.6"
"LSQ12gxj","2012/12/01","17.82","02:52:58.0,02:52:57.38","+01:36:24,+01:36:24.25,+01:36:24.0"
"CSS131110:091331+260553","2013/11/10","17.82","09:13:30.52,09:13:30.48","+26:05:53.0,+26:05:53.16"
"SN2013cl","2013/05/03","17.82","16:19:31.59,16:19:31.68,16:19:32","+24:47:11.3,+24:47:11.29,+24:47:11.2,+24:47:11.4,+24:47:11"
"CSS121015:004244+132827","2012/10/15","17.83","00:42:44.380,00:42:44.00,00:42:44.352,00:42:44","+13:28:26.20,+13:28:27.0,+13:28:26.4,+13:28:27"
"CSS121124:215630-190601","2012/11/07","17.83","21:56:30.24","-19:06:01.08"
"SN2009W","2009/02/02","17.83","16:23:45.60,16:23:45.6","+11:44:07.0,+11:44:07.01,+11:44:07.08"
"SN2012il","2012/01/19","17.84","09:46:12.91,09:46:12.85,09:46:12.96","+19:50:28.7,+19:50:28.21,+19:50:28.2,+19:50:28.32"
"CSS131224:023218+212428","2013/12/24","17.84","02:32:18.45,02:32:18.43,02:32:18.456","+21:24:28.2,+21:24:27.8,+21:24:28.44"
"PTF10iyc","2010/05/21","17.84","17:09:21.80,17:09:21.84,17:09:22.03","+44:23:35.9,+44:23:35.88,+44:23:30.1"
"CSS071230:081807+200719","2007/12/30","17.84","08:18:07.05,08:18:06.96","+20:07:19.2"
"PS1-13dbq","2013/08/27","17.84","00:24:47.14","-15:50:27.1"
"SN2009ne","2009/11/10","17.84","12:07:36.61,12:07:36.72","+20:42:13.4,+20:42:13.39,+20:42:13.32"
"CSS130609:174808+625509","2013/06/09","17.84","17:48:08.37,17:48:08.4","+62:55:08.7,+62:55:08.76"
"CSS110701:014408+124812","2011/07/01","17.85","01:44:07.99,01:44:07.992","+12:48:12.1,+12:48:12.24"
"SN2010ep","2010/05/25","17.85","16:01:08.91,16:01:08.88","+34:50:41.6,+34:50:41.60,+34:50:41.64"
"SN2010jg","2010/10/11","17.85","22:04:27.42,22:04:27.36","-07:58:41.2,-07:58:41.20,-07:58:41.232"
"SN2010lc","2010/10/31","17.85","01:55:01.38,01:55:01.368","+11:39:25.2,+11:39:25.20"
"SSS130307:114002-350527","2013/03/07","17.85","11:40:02.22,11:40:02.21,11:40:02.16","-35:05:27.2,-35:05:27.24"
"SN2006nz","2006/11/08","17.86","00:56:29.21,00:56:29.208,00:56:29.184","-01:13:36.1,-01:13:36.228,-01:13:36.156,-01:13:36.48,-01:13:36.08"
"CSS130303:090635+294215","2013/03/03","17.86","09:06:34.98,09:06:35.04","+29:42:14.9,+29:42:14.76"
"CSS121203:112646+273727","2012/12/03","17.86","11:26:46.36,11:26:46.32","+27:37:27.3,+27:37:27.12"
"CSS141005:033214-040621","2012/10/09","17.86","03:32:13.752","-04:06:21.024"
"CSS130218:092354+385837","2013/02/18","17.86","09:23:53.52","+38:58:36.8,+38:58:36.7,+38:58:36.84"
"CSS110301:043641+212136","2011/03/01","17.86","04:36:41.48,04:36:41.472","+21:21:36.1,+21:21:36"
"MLS110919:235442+025617","2011/09/19","17.86","23:54:42.38,23:54:42.48","+02:56:16.7,+02:56:16.728"
"CSS130627:132038+044614","2013/06/27","17.86","13:20:38.37,13:20:38.4","+04:46:14.0,+04:46:14.016"
"SN2010md","2010/05/15","17.87","16:37:47.00,16:37:47.04,16:37:47.074","+06:12:32.3,+06:12:32.29,+06:12:31.83"
"SN2013ft","2013/09/13","17.87","23:41:35.20,23:41:35.156,23:41:35.14","+03:43:30.5,+03:43:30.37,+03:43:30.50,+03:43:30.2"
"iPTF13bjx","2013/05/31","17.87","14:14:52.106","+36:47:28.58"
"OGLE-2012-SN-044","2012/12/10","17.87","05:14:53.48,05:14:53.496","-60:08:47.7,-60:08:47.04"
"PTF11hsj","2011/07/13","17.87","16:57:58.15,16:57:58.151","+55:11:01.1,+55:11:01.14"
"CSS121210:112615+144039","2012/12/10","17.87","11:26:15.0,11:26:14.64","+14:40:39.0,+14:40:39.36"
"CSS081204:110933+272440","2008/12/04","17.87","11:09:32.94,11:09:32.88","+27:24:40.3,+27:24:40.32"
"SN2004cs","2004/06/23","17.87","17:50:14.38","+14:16:59.5,+14:16:59.48"
"SN2011ey","2011/06/23","17.87","13:19:19.12,13:19:19.2","-04:51:05.9,-04:51:05.90,-04:51:05.94"
"SN2009lg","2009/11/10","17.87","23:38:49.93,23:38:49.90,23:38:49.92,23:38:49.63","+28:15:54.2,+28:15:53.8,+28:15:53.64,+28:16:13.8,+28:15:54.22,+28:15:54.36"
"MLS120304:025140+173932","2012/03/04","17.87","02:51:39.60,02:51:39.6","+17:39:32.5,+17:39:32.4"
"SN2012ax","2012/02/18","17.87","11:11:58.35,11:11:58.32","+29:42:05.5,+29:42:05.51,+29:42:05.4"
"SN2012bg","2012/02/19","17.87","11:29:11.20,11:29:11.28","+36:00:20.6,+36:00:20.59,+36:00:20.52"
"CSS130515:144134-202021","2013/05/31","17.88","14:41:33.56,14:41:33.6","-20:20:20.4,-20:20:20.76"
"CSS130507:213239+032135","2013/05/07","17.88","21:32:39.16,21:32:39.12","+03:21:34.5,+03:21:34.596"
"SSS120816:012937-175040","2012/08/16","17.88","01:29:37.48,01:29:37.488","-17:50:40.3,-17:50:40.56"
"CSS080203:083652+272637","2008/02/03","17.88","08:36:51.75,08:36:51.84","+27:26:36.9,+27:26:36.96"
"CSS110128:070709+335300","2011/01/28","17.88","07:07:09.22,07:07:09.12","+33:53:00.4,+33:53:00.6"
"CSS071203:085002+171938","2007/12/03","17.88","08:50:02.20,08:50:02.16","+17:19:37.6,+17:19:37.56"
"SN2008cz","2008/06/09","17.88","11:23:10.90,11:23:10.8","+34:12:51.0,+34:12:51.01,+34:12:51.12"
"CSS130518:131529-130802","2013/05/18","17.88","13:15:28.96,13:15:29.04","-13:08:02.4"
"CSS130621:123320+121112","2013/06/21","17.88","12:33:19.66,12:33:19.68","+12:11:12.0,+12:11:12.12"
"SN2013cm","2013/05/10","17.88","17:20:01.94,17:20:01.93,17:20:01.92","+23:44:51.3,+23:44:51.29,+23:44:51.36"
"OGLE-2013-SN-070","2013/09/10","17.89","00:45:14.41","-66:19:50.6"
"OGLE-2013-SN-082","2013/10/02","17.89","04:38:39.517","-66:13:58.23"
"CSS130930:013836-192936","2013/09/26","17.89","01:38:36.50,01:38:36.49,01:38:36.504","-19:29:35.7,-19:29:35.88"
"CSS100317:151949+023120","2010/03/17","17.89","15:19:49.45,15:19:49.44","+02:31:19.6,+02:31:19.56"
"SN2007cf","2007/05/08","17.9","15:23:07.66,15:23:07.676","+08:31:45.5,+08:31:45.79,+08:31:45.52"
"SN2010la","2010/10/19","17.9","02:24:15.37,02:24:15.36","-15:51:11.6,-15:51:11.59,-15:51:11.52"
"CSS081130:082817+302454","2008/03/13","17.9","08:28:17.28","+30:24:54"
"SN2006qr","2006/11/30","17.9","08:38:01.15","-09:49:06.1,-09:49:06.10"
"SN2007sq","2007/12/08","17.9","08:47:16.13","-20:01:27.6,-20:01:27.59"
"SN2005dz","2005/09/10","17.9","23:38:38.33,23:38:38.28","+05:26:17.3,+05:26:17.1,+05:26:17.30"
"SN2007hb","2007/08/24","17.9","02:08:34.02,02:08:34.08","+29:14:14.3,+29:14:13.9,+29:14:14.32"
"SN2007P","2007/01/23","17.9","09:58:56.41","-18:49:11.4,-18:49:11.39"
"SN2007ar","2007/03/12","17.9","13:21:01.93","+58:33:02.4,+58:33:02.41"
"SN2008br","2008/04/07","17.9","09:55:07.67","-33:08:22.7,-33:08:22.70"
"SN2007H","2007/01/10","17.9","08:35:01.98","-08:20:15.3,-08:20:15.29"
"CSS120125:140617+003739","2012/01/25","17.9","14:06:17.44,14:06:17.52","+00:37:39"
"SN2003cb","2003/03/13","17.9","13:00:33.25,13:00:33.258","-06:51:09.3,-06:51:09.29,-06:51:09.39"
"SN2003db","2003/04/07","17.9","09:36:58.83,09:36:58.838","+31:20:01.7,+31:20:01.72,+31:20:01.79"
"SN2003hj","2003/08/19","17.9","15:24:20.51,15:24:20.518","+29:57:11.9,+29:57:11.92,+29:57:11.99"
"SN2003je","2003/10/25","17.9","08:49:22.24","+36:42:56.6,+36:42:56.59"
"SN2003jh","2003/10/29","17.9","04:16:37.30","-12:23:32.9,-12:23:32.89"
"SN2004ei","2004/09/08","17.9","03:41:32.69","+37:13:30.2,+37:13:30.22"
"SN2004gr","2004/12/11","17.9","11:26:15.02","+27:52:06.7,+27:52:06.71"
"SN2004N","2004/01/21","17.9","05:35:20.37","-69:27:18.3,-69:27:18.29"
"CSS081231:082817+302454","2008/11/30","17.9","08:28:17.16","+30:24:54.1"
